"clade","species","value"
"eudicots","Salvadora oleoides Decne.",76.92
"eudicots","Salvadora persica L. var. persica",19.0644
"eudicots","Salvadora persica L.",94
"eudicots","Salvadoropsis arenicola H.Perrier",96.0416
"eudicots","Salvia acetabulosa var. simplicifolia",6
"eudicots","Salvia aegyptiaca L.",0.7
"eudicots","Salvia aegyptiaca L. var. aegyptiaca",0.3404
"eudicots","Salvia aethiopis L.",2.2
"eudicots","Salvia africana-caerulea L.",9.118
"eudicots","Salvia albicaulis Benth.",4.4788
"eudicots","Salvia amplexicaulis Lam.",0.9
"eudicots","Salvia apiana Jeps.",1.5
"eudicots","Salvia argentea L.",1.7733333
"eudicots","Salvia arizonica A.Gray",1.474
"eudicots","Salvia austriaca Jacq.",1.9264
"eudicots","Salvia azurea Lam.",3.41392
"eudicots","Salvia ballotiflora Benth.",0.54
"eudicots","Salvia barrelieri Benth.",6.4796
"eudicots","Salvia bicolor Desf.",7
"eudicots","Salvia brachyantha (Bordz.) Pobedim.",0.9
"eudicots","Salvia bracteata Russ",12.9
"eudicots","Salvia brandegeei Munz",1.283
"eudicots","Salvia broussonetii Benth.",2.3229
"eudicots","Salvia bulleyana Diels",3.9479233
"eudicots","Salvia canariensis L.",1.5565217
"eudicots","Salvia candicans M.Martens & Galeotti",2.0316
"eudicots","Salvia carduacea Benth.",3
"eudicots","Salvia caymanensis Millsp. & Uline",0.52
"eudicots","Salvia ceratophylla L.",11.3
"eudicots","Salvia circinnata Cav.",1.1288
"eudicots","Salvia clevelandii (A.Gray) Greene",0.936
"eudicots","Salvia coccinea A.Juss. ex Murray",0.9
"eudicots","Salvia columbariae Benth.",0.7
"eudicots","Salvia compar (Wissjul.) Trautv. ex Sosn.",3.3023256
"eudicots","Salvia cryptantha Montbret & Aucher ex Benth.",6.1
"eudicots","Salvia dentata Ait.",3.518
"eudicots","Salvia deserta Schangin",0.9305
"eudicots","Salvia disermas L.",2.8345
"eudicots","Salvia dolichantha E.Peter",8.2833333
"eudicots","Salvia dominica L.",4.615
"eudicots","Salvia dorrii (Kellogg) Abrams",1.88
"eudicots","Salvia eigii Zohary",3.666581
"eudicots","Salvia engelmannii A.Gray",5.2356
"eudicots","Salvia euphratica Montbret & Aucher",34
"eudicots","Salvia farinacea Benth.",1.3
"eudicots","Salvia forsskaolei L.",2.4282
"eudicots","Salvia fruticosa Mill.",7
"eudicots","Salvia garedjii Troitsky",8.1156
"eudicots","Salvia garipensis E.Mey.",1.8732
"eudicots","Salvia glutinosa L.",4.1
"eudicots","Salvia grandiflora Etl.",6
"eudicots","Salvia hierosolymitana Boiss.",6.92
"eudicots","Salvia hispanica L.",0.8
"eudicots","Salvia horminioides Pourr.",3.31
"eudicots","Salvia horminum L.",2.7
"eudicots","Salvia hydrangea DC. ex Benth.",4.1
"eudicots","Salvia indica L.",15.7054
"eudicots","Salvia judaica Boiss.",2.5
"eudicots","Salvia lanigera Poir.",1.5
"eudicots","Salvia lasiantha Benth.",3.3652
"eudicots","Salvia lavandulifolia Vahl",3.5
"eudicots","Salvia leucodermis Baker",4.8608
"eudicots","Salvia leucophylla Hillebr.",0.755
"eudicots","Salvia longispicata M.Martens & Galeotti",0.2
"eudicots","Salvia lyrata L.",1.2
"eudicots","Salvia mellifera Greene",1
"eudicots","Salvia merjamie Forssk.",1.785
"eudicots","Salvia mexicana L.",1.7
"eudicots","Salvia microstegia Boiss. & Balansa",6.6332
"eudicots","Salvia misella Kunth",1.1136
"eudicots","Salvia montbretii Benth.",10
"eudicots","Salvia moorcroftiana Wall. ex Benth.",3.3
"eudicots","Salvia multicaulis Vahl",9.5301
"eudicots","Salvia munzii Epling",0.374
"eudicots","Salvia namaensis Schinz",1.4592
"eudicots","Salvia nemorosa L.",1
"eudicots","Salvia nilotica Juss. ex Jacq.",0.998
"eudicots","Salvia nubicola Wall. ex Sweet",2.7668
"eudicots","Salvia nutans L.",1.7422
"eudicots","Salvia officinalis L.",8.1
"eudicots","Salvia palaestina Benth.",4.64
"eudicots","Salvia patens Cav.",7.1
"eudicots","Salvia pinnata L.",11.0762
"eudicots","Salvia plebeia R.Br.",0.2
"eudicots","Salvia polystachya Ortega",0.3
"eudicots","Salvia pomifera L. subsp. pomifera",7.8628
"eudicots","Salvia pratensis L.",2.5
"eudicots","Salvia reflexa Hornem.",1.6
"eudicots","Salvia ringens Sibth. & Sm.",5.9
"eudicots","Salvia rosifolia Sm.",4.4
"eudicots","Salvia rugosa Dryand. ex Ait.",2.4
"eudicots","Salvia runcinata L.f.",1.0916
"eudicots","Salvia rypara Briq.",1.4596
"eudicots","Salvia samuelssonii Rech.f.",5.52
"eudicots","Salvia schmalhausenii Regel",9.7512419
"eudicots","Salvia sclarea L.",3.5
"eudicots","Salvia serotina L.",0.466
"eudicots","Salvia similata Hausskn.",6.1
"eudicots","Salvia sonomensis Greene",0.9
"eudicots","Salvia sp.",0.81
"eudicots","Salvia spathacea Greene",14.74
"eudicots","Salvia spinosa L.",3.2284
"eudicots","Salvia splendens Sellow ex Wied-Neuw.",3.33
"eudicots","Salvia staminea Montbret & Aucher ex Benth.",2.318239
"eudicots","Salvia stenophylla Burch. ex Benth.",0.8165
"eudicots","Salvia subincisa Benth.",2.1892
"eudicots","Salvia suffruticosa Montbret & Aucher",15
"eudicots","Salvia syriaca L.",2.1
"eudicots","Salvia taraxacifolia Coss. & Bal.",2.957
"eudicots","Salvia tchihatcheffii (Fisch. & C.A.Mey.) Boiss.",4.5
"eudicots","Salvia texana (Sheele) Torr.",2
"eudicots","Salvia thermarum Van Jaarsv.",5.8785714
"eudicots","Salvia tiliifolia Vahl",0.43
"eudicots","Salvia tomentosa Mill.",10.034
"eudicots","Salvia valentina Vahl",1
"eudicots","Salvia verbascifolia M.Bieb.",7.2632
"eudicots","Salvia verbenaca L.",2.7
"eudicots","Salvia verticillata L.",0.9
"eudicots","Salvia virgata Jacq.",1.7802
"eudicots","Salvia viridis L.",2.57
"eudicots","Salvia vvedenskii Nikitina",9.097235
"eudicots","Salvia whitehousei Alziar",3.4788
"eudicots","Salvia x sylvestris L.",1
"eudicots","Samanea saman (Jacq.) Merr.",176
"eudicots","Sambucus adnata Wall.",1.81688
"eudicots","Sambucus australasica (Lindl.) Fritsch",1.9
"eudicots","Sambucus caerulea Raf.",2.984
"eudicots","Sambucus callicarpa Greene",2.4
"eudicots","Sambucus canadensis L.",3.7
"eudicots","Sambucus ebulus L. subsp. africana (Engl.) Bolli",4.0304
"eudicots","Sambucus ebulus L.",16.4
"eudicots","Sambucus gaudichaudiana DC.",1.9572
"eudicots","Sambucus glauca Nutt. ex Torr. & A.Gray",2.21
"eudicots","Sambucus melanocarpa A.Gray",6.502
"eudicots","Sambucus mexicana C.Presl ex DC.",2.724
"eudicots","Sambucus nigra L.",37
"eudicots","Sambucus nigra L. subsp. cerulea (Raf.) R. Bolli",4.1276
"eudicots","Sambucus palmensis Chr. Sm.",7.5548
"eudicots","Sambucus pubens Michx.",1.9
"eudicots","Sambucus racemosa subsp. racemosa",1.293
"eudicots","Sambucus racemosa var. melanocarpa (A.Gray) McMinn",1.6444
"eudicots","Sambucus racemosa var. microbotrys (Rydb.) Kearney & Peebles",1.397
"eudicots","Sambucus racemosa L.",2.4
"eudicots","Sambucus racemosa L. var. racemosa",2.8164
"eudicots","Sambucus tigranii Troitzky",8.625
"eudicots","Sambucus wightiana Wall. ex Wight & Arn.",10.4
"eudicots","Samolus ebracteatus var. cuneatus",0.03376
"eudicots","Samolus ebracteatus Kunth",0.159
"eudicots","Samolus porosus (L.f.) Thunb.",0.0624
"eudicots","Samolus repens Pers.",0.0664
"eudicots","Samolus valerandi L.",0.03
"eudicots","Samolus valerandi L. subsp. parviflorus (Raf.) Hultén",0.0184
"eudicots","Sandoricum koetjape (Burm.f.) Merr.",1220
"eudicots","Sanguinaria canadensis L.",11.51
"eudicots","Sanguisorba canadensis L.",0.944
"eudicots","Sanguisorba dodecandra Moretti",3.146
"eudicots","Sanguisorba hakusanensis Makino",1.3444
"eudicots","Sanguisorba minor subsp. minor",4.672
"eudicots","Sanguisorba minor Scop.",7.6
"eudicots","Sanguisorba minor Scop. subsp. balearica (Nyman) Muñoz Garm. & C.Navarro",4.406
"eudicots","Sanguisorba occidentalis Nutt.",1.871
"eudicots","Sanguisorba officinalis L.",2.1
"eudicots","Sanguisorba sanguisorba (L.) Britton",3.4
"eudicots","Sanguisorba verrucosa (G.Don) Ces.",9.5
"eudicots","Sanicula arctopoides Hook. & Arn.",3.982
"eudicots","Sanicula arguta Greene ex J.M.Coult. & Rose",4.299
"eudicots","Sanicula bipinnatifida Dougl. ex Hook.",6.369
"eudicots","Sanicula canadensis L.",5.368
"eudicots","Sanicula crassicaulis Poepp. ex DC.",4.885
"eudicots","Sanicula elata D.Don",3.294
"eudicots","Sanicula europaea L.",3.53
"eudicots","Sanicula graveolens Poepp. ex DC.",2.655
"eudicots","Sanicula gregaria E.P.Bicknell",2.61
"eudicots","Sanicula marilandica L.",5.0288
"eudicots","Sanicula marylandica L.",8.727
"eudicots","Sanicula odorata (Raf.) K.M.Pryer & L.R.Phillippe",4.4708
"eudicots","Santalum acuminatum (R.Br.) A.DC.",2544.4
"eudicots","Santalum album L.",97
"eudicots","Santalum lanceolatum R.Br.",76.73
"eudicots","Santalum murrayanum C.A.Gardner",2987.96
"eudicots","Santalum spicatum (R.Br.) A.DC.",1556.12
"eudicots","Santalum yasi Seem.",333.33
"eudicots","Santiria apiculata Benn.",77
"eudicots","Santiria tomentosa Bl.",830
"eudicots","Santolina corsica Jord. & Fourr.",0.3912
"eudicots","Santolina insularis (Gennari ex Fiori) Arrigoni",0.2648
"eudicots","Santolina magonica (O.Bolòs, R.Mol. & P.Monts. ) Romo",0.2412
"eudicots","Santolina rosmarinifolia L.",0.3
"eudicots","Sanvitalia fruticosa Hemsl.",1.5228
"eudicots","Sanvitalia ocymoides DC.",0.305
"eudicots","Sanvitalia procumbens Lam.",0.6
"eudicots","Sapindus delavayi Radlk.",3114.2
"eudicots","Sapindus drummondii Hook. & Arn.",575.25
"eudicots","Sapindus marginatus Willd.",1471
"eudicots","Sapindus mukorossi Gaertn.",800.2
"eudicots","Sapindus saponaria L.",767
"eudicots","Sapindus trifoliatus L.",95
"eudicots","Sapium aereum Klotzsch ex Müll.Arg.",50
"eudicots","Sapium caudatum Pittier",64
"eudicots","Sapium discolor (Champ. ex Benth.) Müll.Arg.",46.6
"eudicots","Sapium glandulosum (L.) Morong",34
"eudicots","Sapium haematospermum Müll.Arg.",40
"eudicots","Sapium indicum Willd.",5555
"eudicots","Sapium ixiamasense Jabl.",25
"eudicots","Sapium pachystachys K.Schum. & Pittier",64
"eudicots","Sapium sebiferum (L.) Roxb.",163.16
"eudicots","Saponaria cypria Boiss.",1.2996
"eudicots","Saponaria griffithiana Boiss.",0.7568
"eudicots","Saponaria lutea L.",0.678
"eudicots","Saponaria ocymoides L.",3.6
"eudicots","Saponaria officinalis L.",1.7
"eudicots","Saponaria orientalis L.",0.3392857
"eudicots","Saponaria prostrata Willd.",2.6
"eudicots","Saponaria pumilio Boiss.",1.008
"eudicots","Saponaria sicula Raf.",5.3172
"eudicots","Saponaria stranjensis Jordanov",1.4698
"eudicots","Saponaria vaccaria L.",8.1
"eudicots","Saponaria viscosa C.A.Mey.",0.9
"eudicots","Sarcobatus vermiculatus (Hook.) Torr.",3.0812
"eudicots","Sarcocaulon crassicaule Rehm",9.2676471
"eudicots","Sarcocaulon mossamedense Hiern",7.6789298
"eudicots","Sarcococca hookeriana Baill. var. digyna Franch.",25.6656
"eudicots","Sarcococca saligna (D.Don) Müll.Arg.",26
"eudicots","Sarcocornia blackiana (Ulb.) Scott",0.22748
"eudicots","Sarcocornia fruticosa (L.) A.J.Scott",0.2188
"eudicots","Sarcocornia mossiana (Toelken) A.J.Scott",0.648
"eudicots","Sarcocornia natalensis var. affinis (Moss) O'Call.",0.6716
"eudicots","Sarcocornia perennis (Mill.) A.J.Scott",4.854
"eudicots","Sarcocornia quinqueflora (Bunge) Scott",0.1696
"eudicots","Sarcolaena oblongifolia Gerard",17.8504
"eudicots","Sarcomelicope simplicifolia (Endl.) Hartley",13
"eudicots","Sarcopoterium spinosum (L.) Spach",6.5587
"eudicots","Sarcopteryx montana S.T.Reynolds",94
"eudicots","Sarcotoechia lanceolata (C.T.White) S.T.Reynolds",160
"eudicots","Sarcotoechia serrata S.T.Reynolds",300
"eudicots","Sarcozona bicarinata S.T.Blake",0.0976
"eudicots","Sarcozona praecox (F.Muell.) S.T.Blake",0.138
"eudicots","Sarracenia alata Alph.Wood",1.01
"eudicots","Sarracenia flava L.",1.05
"eudicots","Sarracenia jonesii Wherry",1.73
"eudicots","Sarracenia leucophylla Raf.",1.01
"eudicots","Sarracenia minor Walter",1.66
"eudicots","Sarracenia psittacina Michx.",1.69
"eudicots","Sarracenia purpurea subsp. purpurea",1.21
"eudicots","Sarracenia purpurea subsp. venosa (Raf.) Wherry",1.88
"eudicots","Sarracenia rubra subsp. rubra Walter",1.76
"eudicots","Sartwellia flaveriae A.Gray",0.05244
"eudicots","Satureja acinos (L.) Scheele",0.167
"eudicots","Satureja coerulea Janka",0.32
"eudicots","Satureja cuneifolia Ten.",0.1844
"eudicots","Satureja hortensis L.",0.4
"eudicots","Satureja kitaibelii Wierzb. ex Heuff.",0.3804
"eudicots","Satureja macrantha C.A.Mey.",0.67
"eudicots","Satureja pilosa Velen.",0.2272
"eudicots","Satureja spicigera (K.Koch) Boiss.",0.317284
"eudicots","Satureja thymbra L.",0.7
"eudicots","Saurauia andreana F.Muell.",0.057
"eudicots","Saurauia miniata C.F.Liang & Y.S.Wang",0.036
"eudicots","Saurauia napaulensis DC.",0.072
"eudicots","Saurauia polyneura C.F.Liang & Y.S.Wang",0.0688
"eudicots","Saurauia polyneura C.F.Liang & Y.S.Wang var. paucinervis J.Q.Li & Soejarto",0.1488
"eudicots","Saurauia tristyla DC.",0.08
"eudicots","Saurauia yasicae Loes.",0.5
"eudicots","Saurauia yunnanensis C.F.Liang & Y.S.Wang",0.0348
"eudicots","Saussurea cauloptera Hand.-Mazz.",1.1252
"eudicots","Saussurea deltoidea (DC.) Sch.-Bip.",3.5204
"eudicots","Saussurea densa (Hook.) Rydb.",3.8653409
"eudicots","Saussurea famintziniana Krasn.",2.65
"eudicots","Saussurea heteromalla (D.Don) Hand.-Mazz.",7.8880952
"eudicots","Saussurea involucrata (Kar. & Kir.) Sch.Bip.",2.2336
"eudicots","Saussurea nuda Ledeb.",2.344
"eudicots","Sauvagesia angustifolia Ule",0.14
"eudicots","Sauvagesia rubiginosa A.St.-Hil.",0.02
"eudicots","Savignya parviflora (Del.) Webb",0.6
"eudicots","Saxifraga aizoides L.",0.05
"eudicots","Saxifraga bronchialis L.",0.0455
"eudicots","Saxifraga bryoides L.",0.0302
"eudicots","Saxifraga bulbifera L.",0.015
"eudicots","Saxifraga californica Greene",0.239
"eudicots","Saxifraga canaliculata Engl.",0.0516667
"eudicots","Saxifraga cespitosa L.",0.0941
"eudicots","Saxifraga cintrana Kuzinsky ex Willk.",0.0132
"eudicots","Saxifraga cotyledon L.",0.027
"eudicots","Saxifraga cuneifolia L.",0.0384
"eudicots","Saxifraga exarata Vill.",0.074
"eudicots","Saxifraga exarata Vill. subsp. moschata (Wulfen) Cavill.",0.104
"eudicots","Saxifraga felineri P.Vargas",0.0316
"eudicots","Saxifraga ferdinandi-coburgi Kellerer & Sünd.",0.055
"eudicots","Saxifraga ferruginea Graham",0.044
"eudicots","Saxifraga granulata L.",0.03
"eudicots","Saxifraga hirculus L.",0.1415385
"eudicots","Saxifraga hostii Tausch",0.26
"eudicots","Saxifraga hypnoides L.",0.04
"eudicots","Saxifraga juniperifolia Adams",0.0764
"eudicots","Saxifraga latepetiolata Willk.",0.028
"eudicots","Saxifraga lyallii Engelm.",0.02868
"eudicots","Saxifraga magellanica Poir.",0.0683
"eudicots","Saxifraga marginata",0.0484
"eudicots","Saxifraga mertensiana Bong.",0.0824
"eudicots","Saxifraga mutata L.",0.03
"eudicots","Saxifraga nelsoniana subsp. nelsoniana",0.0408
"eudicots","Saxifraga nivalis L.",0.04
"eudicots","Saxifraga occidentalis S.Watson",0.0212
"eudicots","Saxifraga odontoloma Piper",0.03028
"eudicots","Saxifraga oppositifolia L.",0.11
"eudicots","Saxifraga oregana Howell",0.208
"eudicots","Saxifraga paniculata Mill. subsp. paniculata",0.07
"eudicots","Saxifraga paniculata Mill.",0.055
"eudicots","Saxifraga pedemontana All. subsp. cervicornis (Viv.) Engl.",0.046
"eudicots","Saxifraga pensylvanica L.",0.0548
"eudicots","Saxifraga petraea",0.0372
"eudicots","Saxifraga presolanensis Engl.",0.0428
"eudicots","Saxifraga punctata subsp. arguta",0.044
"eudicots","Saxifraga repanda Willd. ex Sternb.",0.02296
"eudicots","Saxifraga rhomboidea Greene",0.0162
"eudicots","Saxifraga rivularis L.",0.0376
"eudicots","Saxifraga rosacea Moench",0.0568
"eudicots","Saxifraga rotundifolia L.",0.0228
"eudicots","Saxifraga sempervivum K.Koch",0.0396
"eudicots","Saxifraga sibirica L.",0.02176
"eudicots","Saxifraga stellaris L.",0.0352
"eudicots","Saxifraga tolmiei Torr. & A.Gray",0.116
"eudicots","Saxifraga tricuspidata Rottb.",0.0392
"eudicots","Saxifraga tridactylites L.",0.01
"eudicots","Saxifraga trifurcata Schrad.",0.0404
"eudicots","Saxifraga vandellii Lapeyr.",0.0398
"eudicots","Saxifraga wahlenbergii Ball",0.0348
"eudicots","Scabiosa adzharica Schchian",2.1717886
"eudicots","Scabiosa africana L.",4.7876
"eudicots","Scabiosa amoena J.Jacq.",4.58
"eudicots","Scabiosa argentea L.",2.84
"eudicots","Scabiosa atropurpurea L.",2.7
"eudicots","Scabiosa bipinnata K.Koch",2.1648
"eudicots","Scabiosa canescens Waldst. & Kit.",0.842
"eudicots","Scabiosa caucasica M.Bieb.",7.13
"eudicots","Scabiosa colchica Steven",1.1925106
"eudicots","Scabiosa columbaria L.",1.9
"eudicots","Scabiosa georgica Sulak.",2.1332
"eudicots","Scabiosa graminifolia L.",5.28
"eudicots","Scabiosa imeretica (Sommier & Levier) Sulak.",1.61
"eudicots","Scabiosa japonica Miq.",2.1
"eudicots","Scabiosa lucida Vill. subsp. lucida",1.841
"eudicots","Scabiosa micrantha Desf.",8.2959
"eudicots","Scabiosa ochroleuca L.",1.8179
"eudicots","Scabiosa palaestina L.",10.5
"eudicots","Scabiosa porphyroneura Blake",3.9116
"eudicots","Scabiosa prolifera L.",22.9
"eudicots","Scabiosa rhizantha Viv.",4.3612
"eudicots","Scabiosa rotata M.Bieb.",10.3
"eudicots","Scabiosa songarica Schrenk",11.7157
"eudicots","Scabiosa sosnowskyi Sulak.",2.9292
"eudicots","Scabiosa sp.",0.6
"eudicots","Scabiosa stellata subsp. monspeliensis",19.4172
"eudicots","Scabiosa stellata L.",15.2
"eudicots","Scabiosa triniifolia Friv.",3.0588
"eudicots","Scabiosa ucranica L.",11.6
"eudicots","Scabiosa velenovskiana Bobrov",1.8024
"eudicots","Scaevola aemula R.Br.",2.6793
"eudicots","Scaevola albida (Sm.) Druce",2.1724
"eudicots","Scaevola argentea Carolin",1.2388
"eudicots","Scaevola calendulacea (Andrews) Druce",25.8
"eudicots","Scaevola crassifolia Labill.",12.43
"eudicots","Scaevola cunninghamii DC.",17.544
"eudicots","Scaevola depauperata R.Br.",30.9204
"eudicots","Scaevola eneabba Carolin",2.1415385
"eudicots","Scaevola hookeri F.Muell.",4.7536
"eudicots","Scaevola montana Labill.",23.1464
"eudicots","Scaevola nitida R.Br.",8.6654
"eudicots","Scaevola ovalifolia R.Br.",6.42
"eudicots","Scaevola parvibarbata Carolin",8.4076
"eudicots","Scaevola plumieri (L.) Vahl",143.1
"eudicots","Scaevola pulchella Carolin",16.1952
"eudicots","Scaevola revoluta R.Br. subsp. revoluta",1.1668
"eudicots","Scaevola spinescens R.Br.",11.85
"eudicots","Scaevola taccada (Gaertn.) Roxb.",91.91
"eudicots","Scaligeria meifolia Boiss.",1
"eudicots","Scaligeria napiformis (Sprengel) Grande",0.961
"eudicots","Scaligeria setacea (Schrenk) Korovin",1.0184
"eudicots","Scandia rosifolia (Hook.f.) J.W.Dawson",1.164
"eudicots","Scandix australis L. subsp. grandiflora (L.) Thell.",5.9932
"eudicots","Scandix australis L.",4.5564
"eudicots","Scandix blepharicarpa O.Cohen",4.5456522
"eudicots","Scandix iberica M.Bieb.",15.5
"eudicots","Scandix palaestina (Boiss.) Boiss.",12.4245989
"eudicots","Scandix pecten-veneris L. subsp. pecten-veneris",13.8776
"eudicots","Scandix pecten-veneris L.",18.3
"eudicots","Scandix stellata Banks & Sol.",2.4429
"eudicots","Scaphium macropodum (Miq.) Beumee ex Heyne",2210
"eudicots","Sceletium tortuosum (L.) N.E.Br.",35.9788
"eudicots","Schaefferia cuneifolia A.Gray",5.915
"eudicots","Schaefferia ephedroides Urb.",9.8596
"eudicots","Schaefferia frutescens Jacq.",38.2968
"eudicots","Schaefferia stenophylla Standl.",14.3386
"eudicots","Schefflera actinophylla (Endl.) Harms",7.4
"eudicots","Schefflera brassaiella Ridl.",6.2
"eudicots","Schefflera digitata J.R. & G.Forst.",3.6
"eudicots","Schefflera elliptica (Bl.) Harms",3.1
"eudicots","Schefflera hetrophylla (L.) Frodin",1.436
"eudicots","Schefflera hoi (Dunn) R.Vig.",23.4794
"eudicots","Schefflera minutistellata Merr. ex H.L.Li",2.4752
"eudicots","Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin",140
"eudicots","Schefflera octophylla (Lour.) Harms",5.6
"eudicots","Schefflera pauciflora R.Vig.",57.2524
"eudicots","Schefflera shweliensis W.W.Sm.",1.9012
"eudicots","Schima brevipedicellata Hung T.Chang",8.0404
"eudicots","Schima superba Gardner & Champ.",4.2
"eudicots","Schima wallichii Choisy",4.5
"eudicots","Schimpera arabica Hoschst. & Steud.",3.3
"eudicots","Schinopsis brasiliensis Engl.",167.502
"eudicots","Schinopsis quebracho-colorado (Schltdl.) F.Barkley & E.Mey.",100
"eudicots","Schinus latifolius (Gillies ex Lindl.) Engl.",26.032
"eudicots","Schinus lentiscifolius Marchand",22.22
"eudicots","Schinus molle L.",30.8
"eudicots","Schinus montanus (Phil.) Engl.",47.2
"eudicots","Schinus patagonicus (Phil.) I.M.Johnst.",33.04852
"eudicots","Schinus polygamus (Cav.) Cabrera",26.8296
"eudicots","Schinus terebinthifolia Raddi",18.1
"eudicots","Schinziophyton rautanenii (Schinz) Radcl.-Sm.",12500
"eudicots","Schistocarpha eupatorioides (Fenzl) Kuntze",0.068
"eudicots","Schistostephium artemisiifolium Baker",0.1759
"eudicots","Schistostephium crataegifolium Fenzl ex Harv. & Sond.",0.1124
"eudicots","Schizanthus alpestris Poepp.",0.436
"eudicots","Schizanthus candidus Lindl.",0.5482
"eudicots","Schizanthus grahamii Gillies ex Hooker",1.2261
"eudicots","Schizanthus hookeri Gillies ex Graham",1.5
"eudicots","Schizanthus integrifolius Phil.",1.3724
"eudicots","Schizanthus lacteus Phil.",0.9068
"eudicots","Schizanthus litoralis Phil.",0.4924
"eudicots","Schizanthus pinnatus Ruiz & Pav.",0.489
"eudicots","Schizanthus wisetonensis Hort.",0.5
"eudicots","Schizolaena parviflora (F.Gérard) H.Perrier",17.256
"eudicots","Schizolobium amazonicum Huber ex Ducke",920
"eudicots","Schizolobium parahyba (Vell.) S.F.Blake",954.4
"eudicots","Schizolobium parahybum (Vell.) Blake",1417.6603774
"eudicots","Schizomeria whitei Mattf.",14.97
"eudicots","Schizopetalon arcuatum Al-Shehbaz",0.2368
"eudicots","Schizopetalon biseriatum Phil.",0.1916
"eudicots","Schizopetalon dentatum (Barnéoud) Gilg & Muschl.",0.986
"eudicots","Schizopetalon maritimum Barnéoud",2.3194
"eudicots","Schkuhria pinnata (Lam.) Thell.",0.7874
"eudicots","Schkuhria wrightii A.Gray",1.5
"eudicots","Schleichera oleosa (Lour.) Oken",555.36
"eudicots","Schmalhausenia nidulans Petrak",9.867
"eudicots","Schoenia ayersii (F.Muell.) J.M.Black",6.9848
"eudicots","Schoenia cassiniana Steetz",4.91
"eudicots","Schoenia filifolia subsp. subulifolia (F.Muell.) Paul G.Wilson",1.3846
"eudicots","Schoenocrambe linearifolia (A.Gray) Rollins",0.1712
"eudicots","Schoenocrambe linifolia Greene",0.12472
"eudicots","Scholtzia capitata F.Muell. ex Benth.",1.21688
"eudicots","Scholtzia laxiflora Benth.",3.4096
"eudicots","Scholtzia obovata (DC.) Schauer",4.7572
"eudicots","Scholtzia parviflora F.Muell.",0.92348
"eudicots","Scholtzia spatulata (Turcz.) Benth.",1.31
"eudicots","Scholtzia uberiflora F.Muell.",2.5628
"eudicots","Scholtzia umbellifera F.Muell.",0.9544
"eudicots","Schotia afra (L.) Thunb.",908.2
"eudicots","Schotia brachypetala Sond.",736.2
"eudicots","Schotia latifolia Jacq.",617.3392
"eudicots","Schouwia purpurea (Forssk.) Schweinf.",2.329
"eudicots","Schrankia uncinata Willd.",12.5
"eudicots","Schrebera swietenioides Roxb.",158.73
"eudicots","Schrebera trichoclada Welw.",53.9488
"eudicots","Schwantesia loeschiana Tisch.",33.6252252
"eudicots","Schwantesia ruedebuschii Dinter",0.07
"eudicots","Schweinfurthia imbricata A.G.Mill., M.Short & D.A.Sutton",0.2528
"eudicots","Schweinfurthia latifolia Baker",0.1432
"eudicots","Schweinfurthia papilionacea Boiss.",0.42
"eudicots","Schweinfurthia pedicellata Benth. & Hook.f.",0.298
"eudicots","Schweinfurthia pterosperma A.Braun",0.2336
"eudicots","Schwenckia americana L.",0.102
"eudicots","Scleranthus annuus L.",1.1
"eudicots","Scleranthus biflorus (J.R. & G.Forst.) Hook.f.",0.44
"eudicots","Scleranthus delorti",0.28
"eudicots","Scleranthus orientalis Rössler",0.25
"eudicots","Sclerocarpus africanus Jacq. ex Murray",16
"eudicots","Sclerocarpus divaricatus (Benth.) Benth. & Hook.f. ex Hemsl.",3.7758
"eudicots","Sclerocarpus spathulatus Rose",4.4
"eudicots","Sclerocarpus uniserialis Benth. & Hook.f.",7.624
"eudicots","Sclerocarya birrea subsp. caffra (Sond.) Kokwaro",2000
"eudicots","Sclerocarya birrea subsp. birrea",5399.8591549
"eudicots","Sclerocarya birrea Hochst.",2975
"eudicots","Sclerolaena bicornis var. bicornis",2.83
"eudicots","Sclerolaena bicornis var. horrida Domin",1.25
"eudicots","Sclerolaena bicornis Lindl.",33.261
"eudicots","Sclerolaena birchii (F.Muell.) Domin",16.7364
"eudicots","Sclerolaena blackiana (Ising) A.J.Scott",3.5576
"eudicots","Sclerolaena brachyptera (F.Muell.) S.W.L.Jacobs",2.85
"eudicots","Sclerolaena calcarata (Ising) A.J.Scott",2.922
"eudicots","Sclerolaena clelandii (Ising) A.J.Scott",3.5852
"eudicots","Sclerolaena convexula (Anderson) A.J.Scott",2.69
"eudicots","Sclerolaena cornishiana (F. Muell.) A.J.Scott",20.45
"eudicots","Sclerolaena costata (R.Anderson) A.J.Scott",5.676
"eudicots","Sclerolaena crenata (Ising) A.J.Scott",2.578
"eudicots","Sclerolaena cuneata Paul G.Wilson",9.634
"eudicots","Sclerolaena decurrens (J.M.Black) A.J.Scott",3.8804
"eudicots","Sclerolaena densiflora (W.Fitzg.) A.J.Scott",4.46588
"eudicots","Sclerolaena deserticola Paul G.Wilson",5.744
"eudicots","Sclerolaena diacantha (Nees) Benth.",5.142
"eudicots","Sclerolaena eriacantha (Muell.) Ulbr",16.1884
"eudicots","Sclerolaena glabra (F.Muell.) Domin",3.279
"eudicots","Sclerolaena johnsonii (Ising) A.J.Scott",5.2584
