"clade","species","value"
"eudicots","Distephanus antandroy (H.Humbert) H.Rob. & B.Kahn",1.2048
"eudicots","Distephanus divaricatus (Steetz) H.Rob. & B.Kahn",0.6988
"eudicots","Distephanus garnierianus (Klatt) H.Rob. & B.Kahn",0.49
"eudicots","Distephanus lastellei (Drake) H.Rob. & B.Kahn",1.3986667
"eudicots","Distephanus mangokensis (Humbert) H.Rob. & B.Kahn",0.7116
"eudicots","Distephanus nummulariifolius (Klatt) H.Rob. & B.Kahn",0.2956
"eudicots","Distephanus ochroleucus (Baker) H.Rob. & B.Kahn",0.3092
"eudicots","Distephanus plumosus (O.Hoffm.) Mesfin",3.16
"eudicots","Distephanus polygalifolius (Less.) H.Rob. & B.Kahn",0.985
"eudicots","Distephanus rochonioides (Humbert) H.Rob. & B.Kahn",2.629
"eudicots","Distephanus subluteus (Scott-Elliot) H.Rob. & B.Kahn",0.8387
"eudicots","Distephanus subluteus (Scott-Elliot) H.Rob. & B.Kahn var. subluteus",0.622
"eudicots","Distephanus subluteus (Scott-Elliot) H.Rob. & B.Kahn var. crotonifolia comb. ined.",0.6788
"eudicots","Distichostemon hispidulus (Endl.) Baill.",12.73
"eudicots","Distichostemon hispidulus (Endl.) Baill. var. phyllopteus (F.Muell.) S.T.Reynolds",10.2986
"eudicots","Ditaxis cf. lanceolata Pax & K.Hoffm.",3.095
"eudicots","Dithyrea californica Harv.",2.74
"eudicots","Dithyrea wislizeni Engelm.",3.2
"eudicots","Dittrichia graveolens (L.) Greuter",0.35
"eudicots","Dittrichia viscosa (L.) Greuter",0.3638
"eudicots","Dobera loranthifolia (Warb.) Harms",212.4048
"eudicots","Docynia delavayi C.K.Schneid.",23.3914
"eudicots","Dodecatheon alpinum (A.Gray) Greene",0.251
"eudicots","Dodecatheon clevelandii subsp. insulare H.J.Thomps.",1.108
"eudicots","Dodecatheon clevelandii subsp. clevelandii",0.5152
"eudicots","Dodecatheon hendersonii A.Gray",1.19
"eudicots","Dodecatheon jeffreyi Van Houtte",0.536
"eudicots","Dodecatheon meadia L.",0.2356
"eudicots","Dodecatheon pulchellum var. pulchellum",0.212
"eudicots","Dodecatheon pulchellum (Raf.) Merr.",0.399
"eudicots","Dodecatheon redolens (H.M.Hall) H.J.Thomps.",0.616
"eudicots","Dodonaea angustifolia L.f.",10
"eudicots","Dodonaea aptera Miq.",9.4
"eudicots","Dodonaea baueri Endl.",3.2736
"eudicots","Dodonaea biloba J.G.West.",3.4512
"eudicots","Dodonaea boroniifolia G.Don",2.909
"eudicots","Dodonaea bursariifolia F.Muell.",1.4704
"eudicots","Dodonaea camfieldii Maiden & Betche",4.78
"eudicots","Dodonaea ceratocarpa Endl.",4.9832
"eudicots","Dodonaea concinna Benth.",1.6672
"eudicots","Dodonaea coriacea (Ewart & O.B.Davies) McGill.",5.496
"eudicots","Dodonaea falcata J.G.West",2.8532
"eudicots","Dodonaea filifolia Hook.",2.6784
"eudicots","Dodonaea filiformis Link",2.1316
"eudicots","Dodonaea hackettiana W.Fitzg.",3.99
"eudicots","Dodonaea heteromorpha J.G.West",2.782
"eudicots","Dodonaea hexandra F.Muell.",2.6366
"eudicots","Dodonaea hirsuta (Maiden & Betche) Maiden & Betche",5.7228
"eudicots","Dodonaea humilis Endl.",3.03552
"eudicots","Dodonaea inaequifolia Turcz.",3.0604
"eudicots","Dodonaea intricata J.G.West",2.506
"eudicots","Dodonaea lanceolata F.Muell. var. subsessilifolia J.G.West",4.134
"eudicots","Dodonaea lobulata F.Muell.",5.5614
"eudicots","Dodonaea madagascariensis Radlk.",11.3596
"eudicots","Dodonaea megazyga (F.Muell.) F.Muell. ex Benth.",2.752
"eudicots","Dodonaea multijuga G.Don",4.1996
"eudicots","Dodonaea oxyptera F.Muell.",1.3766
"eudicots","Dodonaea peduncularis Lindl.",1.87
"eudicots","Dodonaea petiolaris F.Muell.",15.49
"eudicots","Dodonaea physocarpa F.Muell.",4.9368
"eudicots","Dodonaea pinifolia Miq.",2.954
"eudicots","Dodonaea pinnata Sm.",5.6428
"eudicots","Dodonaea platyptera F.Muell.",6.9772
"eudicots","Dodonaea polyandra Merr. & L.M.Perry",4.7676
"eudicots","Dodonaea procumbens F.Muell.",8.6692
"eudicots","Dodonaea ptarmicifolia Turcz.",5.2
"eudicots","Dodonaea rhombifolia N.A.Wakef.",5.002
"eudicots","Dodonaea rupicola C.T.White",2.3688
"eudicots","Dodonaea sinuolata subsp. acrodentata J.G.West",3.5788
"eudicots","Dodonaea sinuolata J.G.West subsp. sinuolata",2.328
"eudicots","Dodonaea sinuolata J.G.West",3.7268
"eudicots","Dodonaea stenozyga F.Muell.",1.64
"eudicots","Dodonaea subglandulifera J.G.West",3.7292
"eudicots","Dodonaea tenuifolia Lindl.",4.8676
"eudicots","Dodonaea triangularis Lindl.",1.5452
"eudicots","Dodonaea trifida F.Muell.",3.1216
"eudicots","Dodonaea triquetra J.C.Wendl.",3.395
"eudicots","Dodonaea truncatiales F.Muell.",3.5272
"eudicots","Dodonaea vestita Hook.",5.778
"eudicots","Dodonaea viscosa subsp. spatulata",5.4302
"eudicots","Dodonaea viscosa subsp. angustifolia",8.3
"eudicots","Dodonaea viscosa subsp. cuneata",4.9112
"eudicots","Dodonaea viscosa subsp. angustissima",4.8974
"eudicots","Dodonaea viscosa (L.) Jacq. subsp. burmanniana (DC.) J.G.West",6.7916
"eudicots","Dodonaea viscosa Jacq. subsp. elaeagnoides (Rudolphi ex Ledeb. & Adlerstam) Acev.-Rodr.",4.49
"eudicots","Dodonaea viscosa Jacq.",8
"eudicots","Doellingeria umbellata (Mill.) Nees",0.7
"eudicots","Dolichandrone falcata Seem.",70.92
"eudicots","Dolichorrhiza renifolia (C.A.Mey.) Galushko",0.81648
"eudicots","Dolichos axillaris E.Mey.",8.4
"eudicots","Dolichos biflorus L.",155.5
"eudicots","Dolichos kilimandscharicus Taub.",76.309
"eudicots","Dolichos lablab L.",223
"eudicots","Dolichos schweinfurthii Taub.",76.6952
"eudicots","Dolichos sericeus subsp. glabrescens Verdc.",61.528
"eudicots","Dolichos sericeus E.Mey.",44.0592
"eudicots","Dolichos sp.",57.4
"eudicots","Dolichos trilobus L. subsp. occidentalis Verdc.",80.399619
"eudicots","Doliocarpus guianensis (Aubl.) Gilg",7.1
"eudicots","Doliocarpus macrocarpus M.Martens ex Eichler",175
"eudicots","Doliocarpus sp.",126.7
"eudicots","Dombeya acutangula Cav.",3.7
"eudicots","Dombeya ambongensis Arènes",11.034
"eudicots","Dombeya anakaensis Arènes",10.808
"eudicots","Dombeya andrahomanensis Arènes",3.8868
"eudicots","Dombeya borraginea Hochr.",3.1812
"eudicots","Dombeya burgessiae Harv.",4.283
"eudicots","Dombeya greveana Baill.",2.1132
"eudicots","Dombeya kirkii Mast.",1.3672
"eudicots","Dombeya macrantha Baker",5.972
"eudicots","Dombeya mauritiana F.Friedmann",1.53768
"eudicots","Dombeya mollis Hook.",2.4
"eudicots","Dombeya oligantha Arènes",4.2428
"eudicots","Dombeya rotundifolia (Hochst.) Planch.",5.415
"eudicots","Dombeya shupangae K.Schum.",4.714
"eudicots","Dombeya subviscosa Hochr.",4.3328
"eudicots","Dombeya tiliacea (Endl.) Planch.",6.2468
"eudicots","Dombeya torrida subsp. erythroleuca (K.Schum.) J.H.Seyani",5.14
"eudicots","Dombeya tremuliformis Arènes",2.1624
"eudicots","Dopatrium longidens Skan",0.0172
"eudicots","Dopatrium macranthum Oliver",0.0224
"eudicots","Dopatrium stachytarphetioides Engl. & Gilg",0.0203125
"eudicots","Dorema microcarpum Korovin",5.8896
"eudicots","Doronicum austriacum Jacq.",0.8984
"eudicots","Doronicum caucasicum M.Bieb.",1.2
"eudicots","Doronicum columnae Ten.",0.39
"eudicots","Doronicum grandiflorum Lam.",1.28
"eudicots","Doronicum hungaricum Rchb.f.",0.823
"eudicots","Doronicum orientale Hoffm.",0.4516
"eudicots","Doronicum pardalianches L.",0.27
"eudicots","Doronicum turkestanicum Cavill.",1.3428
"eudicots","Dorotheanthus bellidiformis subsp. bellidiformis",0.2056
"eudicots","Dorotheanthus bellidiformis N.E.Br.",0.3
"eudicots","Dorstenia bahiensis Klotzsch ex Fisch. & C.A.Mey.",1.324
"eudicots","Dorstenia zanzibarica Oliv.",0.3212
"eudicots","Dorycnium graecum (L.) Ser.",2.1008
"eudicots","Dorycnium hirsutum Ser.",4.1042
"eudicots","Dorycnium pentaphyllum subsp. germanicum",2.5752
"eudicots","Dorycnium pentaphyllum subsp. herbaceum (Vill.) Rouy",2.1132353
"eudicots","Dorycnium pentaphyllum Scop.",2.94
"eudicots","Dorycnium rectum Ser.",1.072
"eudicots","Dorycnium spectabile (Choisy ex Ser.) Webb & Berthel.",1.5424
"eudicots","Dorystaechas hastata Boiss. & Heldr. ex Benth.",0.878
"eudicots","Dovyalis abyssinica (A.Rich.) Warb.",20.7289
"eudicots","Dovyalis caffra (Hook.f. & Harv.) Warb.",31
"eudicots","Dovyalis longispina (Harv.) Warb.",46.5274151
"eudicots","Dovyalis rotundifolia",31.8764706
"eudicots","Downingia bacigalupii Weiller",0.0604
"eudicots","Downingia bella Hoover",0.039
"eudicots","Downingia bicornuta var. bicornuta",0.0224
"eudicots","Downingia bicornuta A.Gray",0.048
"eudicots","Downingia concolor Greene",0.047
"eudicots","Downingia cuspidata Greene ex Jeps.",0.04
"eudicots","Downingia elegans (Dougl. ex Lindl.) Torr.",0.091
"eudicots","Downingia insignis Greene",0.059
"eudicots","Downingia laeta (Greene) Greene",0.064
"eudicots","Downingia montana Greene",0.056
"eudicots","Downingia ornatissima subsp. eximia (Hoover) McVaugh",0.026
"eudicots","Downingia ornatissima Greene",0.04
"eudicots","Downingia pulchella (Lindl.) Torr.",0.063
"eudicots","Downingia pusilla (G.Don) Torr.",0.055
"eudicots","Downingia yina Applegate",0.049
"eudicots","Draba aizoides L.",0.2083
"eudicots","Draba albertina Greene",0.055
"eudicots","Draba asterophora Payson",0.142
"eudicots","Draba aurea Vahl ex Hornem.",0.10504
"eudicots","Draba brachycarpa Nutt. ex Torr. & A.Gray",0.0308
"eudicots","Draba bryoides DC.",0.2184
"eudicots","Draba caroliniana Walter",0.067
"eudicots","Draba cuneifolia var. cuneifolia",0.052
"eudicots","Draba densifolia Nutt.",0.5956
"eudicots","Draba funiculosa Hook.f.",0.1904
"eudicots","Draba imeretica (Rupr.) Rupr.",0.044
"eudicots","Draba incana L.",0.126
"eudicots","Draba incerta Payson",0.066
"eudicots","Draba lasiocarpa Adams subsp. klasterskyi (Chrtek) Chrtek",0.136
"eudicots","Draba muralis Hook.f.",0.04
"eudicots","Draba nemorosa L.",0.04
"eudicots","Draba norvegica Gunnerus",0.1272
"eudicots","Draba oxycarpa Boiss.",0.4104
"eudicots","Draba platycarpa Torr. & A.Gray",0.034
"eudicots","Draba praealta Greene",0.1064
"eudicots","Draba reptans (Lam.) Fernald",0.037
"eudicots","Draba verna L.",0.021
"eudicots","Dracocephalum austriacum L.",1.996
"eudicots","Dracocephalum bipinnatum Rupr.",4.2846154
"eudicots","Dracocephalum moldavica L.",1.5
"eudicots","Dracocephalum nutans L.",0.4236
"eudicots","Dracocephalum parviflorum Nutt.",2.053
"eudicots","Dracocephalum stamineum Kar. & Kir.",0.6104
"eudicots","Dracophilus dealbatus (N.E.Br.) Walg.",23.6
"eudicots","Dracophilus proximus (L.Bolus) Walg.",0.089
"eudicots","Dracophyllum adamsii Petrie",0.0496
"eudicots","Dracophyllum fitzgeraldii F.Muell.",0.046
"eudicots","Dracophyllum latifolium A.Cunn.",0.0875
"eudicots","Dracophyllum longifolium (J.R. & G.Forst.) R.Br.",0.11
"eudicots","Dracophyllum macranthum E.A.Br. & N.Streiber",0.0328
"eudicots","Dracophyllum menziesii Hook.f.",0.25428
"eudicots","Dracophyllum milliganii Hook.f.",0.0556
"eudicots","Dracophyllum minimum F.Muell.",0.0264407
"eudicots","Dracophyllum muscoides Hook.f.",0.036
"eudicots","Dracophyllum pronum W.R.B.Oliv.",0.02
"eudicots","Dracophyllum secundum R.Br.",0.0272
"eudicots","Dracophyllum townsonii Cheeseman",0.33248
"eudicots","Dracophyllum traversii Hook.f.",0.06
"eudicots","Droogmansia pteropus var. pteropus",11.338
"eudicots","Drosanthemum albens L.Bolus",40.1609865
"eudicots","Drosanthemum calycinum (Haw.) Schwantes",0.1724
"eudicots","Drosanthemum candens (Haw.) Schwantes",0.0982
"eudicots","Drosanthemum diversifolium L.Bolus",43.9268
"eudicots","Drosanthemum eburneum L.Bolus",42.068
"eudicots","Drosanthemum hispidum (L.) Schwantes",9.082
"eudicots","Drosanthemum inornatum (L.Bolus) L.Bolus",18.248
"eudicots","Drosanthemum luederitzii (Engler) Schwantes",15.5594
"eudicots","Drosanthemum parvifolium Schwantes",9.2
"eudicots","Drosanthemum paxianum (Schltr. & Diels) Schwantes",0.059
"eudicots","Drosanthemum quadratum Klak",104.4957143
"eudicots","Drosanthemum speciosum (Haw.) Schwantes",0.09
"eudicots","Drosanthemum stokoei L.Bolus",0.13
"eudicots","Drosanthemum zygophylloides (L.Bolus) L.Bolus",9.0892
"eudicots","Drosera affinis Welw. ex Oliv.",0.0072
"eudicots","Drosera aliciae Raym.-Hamet",0.0244
"eudicots","Drosera anglica Huds.",0.0291
"eudicots","Drosera arcturi Hook.",0.0564
"eudicots","Drosera auriculata Backh. ex Planch.",0.0153
"eudicots","Drosera binata Labill.",0.0108
"eudicots","Drosera bulbosa Hook.",0.1539
"eudicots","Drosera burkeana Planch.",0.0264
"eudicots","Drosera burmanni Vahl",0.0113
"eudicots","Drosera capensis L.",0.0155378
"eudicots","Drosera capillaris Poir.",0.0221
"eudicots","Drosera cistiflora L.",0.035
"eudicots","Drosera erythrorhiza Lindl.",0.1439
"eudicots","Drosera filiformis Raf.",0.042
"eudicots","Drosera gigantea Lindl.",0.0332
"eudicots","Drosera glanduligera Lehm.",0.0326
"eudicots","Drosera gracilis Hook.f. ex Planch.",0.0133117
"eudicots","Drosera hartmeyerorum Schlauer",0.0172
"eudicots","Drosera hookeri R.P.Gibson, B.J.Conn & Conran",0.0269231
"eudicots","Drosera indica L.",0.033
"eudicots","Drosera intermedia Hayne",0.03
"eudicots","Drosera macrantha subsp. planchonii (Planch.) N.G.Marchant",0.0832
"eudicots","Drosera marchantii DeBuhr subsp. prophylla N.G.Marchant & Lowrie",0.0657143
"eudicots","Drosera peltata Sm. ex Willd.",0.04
"eudicots","Drosera petiolaris R.Br.",0.0236
"eudicots","Drosera pilosa Exell & J.R.Laundon",0.0168
"eudicots","Drosera pulchella Lehm.",0.0276
"eudicots","Drosera pygmaea DC.",0.01664
"eudicots","Drosera rotundifolia L.",0.02
"eudicots","Drosera rupicola (N.G.Marchant) Lowrie",0.1876
"eudicots","Drosera salina N.G.Marchant & Lowrie",0.01
"eudicots","Drosera spathulata Schult.",0.01
"eudicots","Drosera spatulata Labill.",0.006
"eudicots","Drosera subtilis N.G.Marchant",0.0184
"eudicots","Drosera uniflora Willd.",0.0927
"eudicots","Drosera whittakeri Planch.",0.2472
"eudicots","Dryandra speciosa Meisn.",9.8
"eudicots","Dryas caucasica Juz.",0.8104
"eudicots","Dryas drummondii Richardson ex Hook.",0.67
"eudicots","Dryas integrifolia Vahl",0.7256
"eudicots","Dryas octopetala subsp. octopetala",0.4612
"eudicots","Dryas octopetala L.",0.644
"eudicots","Drymaria cordata subsp. cordata",0.1956
"eudicots","Drymaria cordata (L.) Willd. ex Schult.",0.6814
"eudicots","Drymaria suffruticosa A.Gray",0.1756
"eudicots","Drymocallis arguta (Pursh) Rydb.",0.16
"eudicots","Dryobalanops aromatica Gaertn.",3750
"eudicots","Dryobalanops beccarii Dyer",3333
"eudicots","Dryobalanops keithii Symington",10200
"eudicots","Dryobalanops lanceolata Burck",8300
"eudicots","Dryobalanops rappa Becc.",2012
"eudicots","Drypetes deplanchei (Brongn. & Griseb.) Merr.",91.2472
"eudicots","Drypetes diversifolia Krug & Urb.",1007.72
"eudicots","Drypetes gerrardii var. gerrardii",11.97
"eudicots","Drypetes madagascariensis (Lam.) Humbert & Leandri",114.158
"eudicots","Duabanga sonneratioides Buch.-Ham.",2
"eudicots","Duboisia myoporoides R.Br.",2.322
"eudicots","Duchesnea indica (Andr.) Focke",0.32
"eudicots","Ducrosia anethifolia (DC.) Boiss.",2.7
"eudicots","Dudleya caespitosa (Haw.) Britton & Rose",0.066
"eudicots","Dudleya candelabrum Rose",0.051
"eudicots","Dudleya collomiae Rose ex C.V.Morton",0.07248
"eudicots","Dudleya cymosa (Lem.) Britton & Rose",0.038
"eudicots","Dudleya edulis (Nutt.) Moran",0.052
"eudicots","Dudleya farinosa (Lindl.) Britton & Rose",0.046
"eudicots","Dudleya greenei Rose",0.046
"eudicots","Dudleya lanceolata (Nutt.) Britton & Rose",0.055
"eudicots","Dudleya pulverulenta (Nutt.) Britton & Rose",0.02
"eudicots","Dudleya stolonifera Moran",0.087
"eudicots","Dudleya traskae (Rose) Moran",0.055
"eudicots","Dudleya virens (Rose) Moran",0.049
"eudicots","Dudleya virens (Rose) Moran subsp. hassei (Rose) Moran",0.1676
"eudicots","Dudleya viscida (S.Watson) Moran",0.134
"eudicots","Dugaldia hoopesii (A.Gray) Rydb.",0.946
"eudicots","Dunalia spinosa (Meyen) Dammer",3.0064
"eudicots","Duosperma crenatum P.G.Mey.",13.9692
"eudicots","Duranta erecta L.",35.4
"eudicots","Duranta plumieri Jacq.",543.5
"eudicots","Durio zibethinus Rumph. ex Murray",18094
"eudicots","Dussia mexicana (Standl.) Harms",3400
"eudicots","Dyschoriste hildebrandtii (S.Moore) Lindau",3.0404
"eudicots","Dyschoriste keniensis Malombe, Mwachala & Vollesen subsp. keniensis",8.419
"eudicots","Dyschoriste nagchana (Nees) Bennet",4.043
"eudicots","Dyschoriste perrottetii (Nees) Kuntze",0.6884
"eudicots","Dyschoriste trichocalyx (Oliv.) Lindau subsp. verticillaris (C.B.Clarke) Vollesen",3.9098
"eudicots","Dyscritothamnus filifolius B.L.Rob.",0.802
"eudicots","Dyscritothamnus matudae Paray",0.8108
"eudicots","Dysoxylum cauliflorum Hiern",610
"eudicots","Dysoxylum cyrtobotryum Miq.",6300
"eudicots","Dysoxylum fraseranum Benth.",171.954
"eudicots","Dysoxylum latifolium Benth.",2200
"eudicots","Dysoxylum malabaricum Bedd. ex C.DC.",2500
"eudicots","Dysoxylum muelleri Benth.",92
"eudicots","Dysoxylum papuanum (Merr. & L.M.Perry) Mabb.",320
"eudicots","Dysoxylum parasiticum (Osbeck) Kosterm.",426
"eudicots","Dysoxylum pettigrewianum Bailey",530
"eudicots","Dysoxylum rufum Benth.",108.47
"eudicots","Dysoxylum schiffneri F.Muell.",620
"eudicots","Dysoxylum sp.",2600
"eudicots","Dysoxylum spectabile (A.Juss.) Hook.f.",107.13
"eudicots","Dysphania ambrosioides (L.) Mosyakin & Clemants",0.282
"eudicots","Dysphania botrys (L.) Mosyakin & Clemants",0.2
"eudicots","Dysphania cristata (F.Muell.) Mosyakin & Clemants",0.099
"eudicots","Dysphania glomulifera (Nees) Paul G.Wilson",0.023
"eudicots","Dysphania graveolens (Willd.) Mosyakin & Clemants",0.1496
"eudicots","Dysphania kalpari Paul G.Wilson",0.0534
"eudicots","Dysphania melanocarpa (J.M.Black) Mosyakin & Clemants",0.2366
"eudicots","Dysphania platycarpa Paul G.Wilson",0.0161
"eudicots","Dysphania pumilo (R.Br.) Mosyakin & Clemants",0.0608
"eudicots","Dysphania rhadinostachya subsp. rhadinostachya",0.1
"eudicots","Dysphania rhadinostachya (F.Muell.) A.J.Scott",0.08
"eudicots","Dysphania schraderiana (Schult.) Mosyakin & Clemants",0.1971
"eudicots","Dysphania simulans F.Muell.",0.0796
"eudicots","Dysphania sphaerosperma Paul G.Wilson",0.0256
"eudicots","Dysphania truncata (Paul G. Wilson) Mosyakin & Clemants",0.156
"eudicots","Dyssodia cancellata (Cav.) Gray",1
"eudicots","Dyssodia decipiens (Bartl.) M.C.Johnst.",0.5076
"eudicots","Dyssodia hartwegii (A.Gray) B.L.Rob.",0.8
"eudicots","Dyssodia papposa (Vent.) Hitchc.",0.864
"eudicots","Dyssodia pinnata (Cav.) Rob.",0.5
"eudicots","Dyssodia porophyllum (Cav.) Cav.",1.0132
"eudicots","Dyssodia roseata (Rydb.) Gentry",0.6
"eudicots","Dyssodia tagetiflora Lag.",0.9
"eudicots","Ebenopsis confinis (Standl.) Barneby & J.W.Grimes",756.0996
"eudicots","Ebenopsis ebano (Berl.) Barneby & J.W.Grimes",638.66
"eudicots","Ebenus cretica L.",7.956
"eudicots","Ebenus hirsuta Jaub. & Spach",4.7
"eudicots","Ebenus pinnata Ait.",3.0264
"eudicots","Eberlanzia clausa Schwantes",15.734
"eudicots","Eberlanzia ebracteata (L.Bolus) H.E.K.Hartmann",19.584
"eudicots","Eberlanzia gravida (L.Bolus) H.E.K.Hartmann",32.552
"eudicots","Eberlanzia parvibracteata (L.Bolus) H.E.K.Hartmann",6.0568
"eudicots","Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann",18.688
"eudicots","Eberlanzia sedoides Schwantes",19.0268
"eudicots","Ebracteola derenbergiana Dinter & Schwantes",0.186
"eudicots","Ecballium elaterium (L.) A.Rich.",12.1
"eudicots","Ecclinusa psilophylla Sandwith",575
"eudicots","Eccremocarpus scaber Ruiz & Pav.",0.4
"eudicots","Echeveria bifida Schltdl.",0.0172
"eudicots","Echeveria crassicaulis E.Walther",0.0556
"eudicots","Echeveria elegans Rose",0.0224
"eudicots","Echeveria gibbiflora Moc. & Sessé ex DC.",0.0167954
"eudicots","Echeveria lutea Rose",0.0164
"eudicots","Echeveria rosea Lindl.",0.0504
"eudicots","Echeveria sedoides E.Walther",0.0076923
"eudicots","Echeveria strictiflora A.Gray",0.0248
"eudicots","Echeveria subrigida (Robinson & Seaton) Rose",0.0192
"eudicots","Echinacea angustifolia DC.",184.9
"eudicots","Echinacea atrorubens (Nutt.) Nutt.",4.084
"eudicots","Echinacea pallida Nutt.",5.6604
"eudicots","Echinacea purpurea Moench",2.4268
"eudicots","Echinacea sanguinea Nutt.",2.3272
"eudicots","Echinacea tennesseensis (Beadle) Small",4.2908
"eudicots","Echinocactus horizonthalonius Lem.",7.11
"eudicots","Echinocactus platyacanthus Link & Otto",2.8192
"eudicots","Echinocactus polycephalus Engelm. & Bigel.",7.273
"eudicots","Echinocereus cinerascens (DC.) Lem.",0.8488
